state_name,city_name,year,month,day_of_week,time_of_day,accident_severity,number_of_vehicles_involved,vehicle_type_involved,number_of_casualties,number_of_fatalities,weather_conditions,road_type,road_condition,lighting_conditions,traffic_control_presence,speed_limit_(km/h),driver_age,driver_gender,driver_license_status,alcohol_involvement,accident_location_details,day,month_name,hour,area_type
Nagaland,Unknown,2023,December,Saturday,13:40,Minor,4,Car,1,5,Stormy,Village Road,Damaged,Dusk,Signs,95,18,Male,Expired,No,Curve,Saturday,,,Unknown
Goa,Unknown,2020,January,Monday,19:51,Minor,2,Auto-Rickshaw,9,1,Stormy,Village Road,Under Construction,Daylight,Police Checkpost,114,22,Female,Expired,No,Curve,Monday,,,Unknown
Jammu And Kashmir,Unknown,2020,May,Friday,12:27,Serious,5,Bus,6,0,Rainy,Village Road,Dry,Dark,Police Checkpost,112,34,Female,Unknown,No,Straight Road,Friday,,,Unknown
Kerala,Unknown,2020,February,Wednesday,13:13,Minor,2,Bus,3,0,Rainy,State Highway,Under Construction,Dusk,Signals,57,29,Female,Unknown,No,Bridge,Wednesday,,,Unknown
Karnataka,Mangalore,2018,January,Wednesday,06:03,Minor,5,Cycle,9,0,Foggy,Village Road,Wet,Dawn,Signs,100,45,Male,Unknown,Yes,Curve,Wednesday,,,Unknown
Delhi,New Delhi,2020,July,Saturday,09:22,Fatal,3,Truck,1,2,Rainy,State Highway,Under Construction,Dawn,Signals,87,57,Female,Valid,No,Intersection,Saturday,,,Unknown
Punjab,Unknown,2022,November,Monday,19:32,Fatal,3,Truck,3,0,Stormy,Village Road,Under Construction,Dawn,Signs,32,48,Male,Valid,Yes,Bridge,Monday,,,Unknown
Tripura,Unknown,2023,May,Saturday,05:08,Fatal,5,Cycle,7,2,Clear,Urban Road,Dry,Dark,Signs,81,43,Male,Unknown,Yes,Curve,Saturday,,,Unknown
Rajasthan,Jodhpur,2019,October,Saturday,15:16,Serious,2,Bus,8,3,Hazy,Village Road,Dry,Dark,Signals,39,68,Female,Unknown,No,Intersection,Saturday,,,Unknown
Uttar Pradesh,Kanpur,2021,July,Thursday,20:34,Serious,2,Pedestrian,6,1,Rainy,National Highway,Wet,Dark,Signals,54,47,Female,Unknown,Yes,Curve,Thursday,,,Rural
Puducherry,Unknown,2020,August,Thursday,14:50,Minor,1,Two-Wheeler,6,5,Clear,Urban Road,Under Construction,Dusk,Signals,41,58,Male,Expired,No,Intersection,Thursday,,,Unknown
Rajasthan,Jodhpur,2021,August,Sunday,02:04,Fatal,1,Pedestrian,5,1,Stormy,National Highway,Wet,Dawn,Signs,106,51,Female,Unknown,No,Intersection,Sunday,,,Rural
Chandigarh,Unknown,2019,March,Friday,13:38,Serious,4,Two-Wheeler,1,4,Stormy,Village Road,Wet,Dark,Signals,39,53,Male,Expired,No,Straight Road,Friday,,,Unknown
Assam,Unknown,2022,March,Saturday,23:32,Minor,5,Cycle,2,4,Stormy,Village Road,Damaged,Dawn,Signs,36,37,Female,Unknown,Yes,Curve,Saturday,,,Unknown
Meghalaya,Unknown,2022,August,Sunday,04:46,Fatal,5,Cycle,1,5,Foggy,Urban Road,Dry,Dark,Unknown,103,65,Female,Expired,Yes,Straight Road,Sunday,,,Unknown
Uttar Pradesh,Lucknow,2023,March,Tuesday,07:34,Serious,1,Car,6,2,Rainy,State Highway,Dry,Dusk,Signs,80,41,Female,Unknown,No,Curve,Tuesday,,,Unknown
Uttar Pradesh,Lucknow,2020,May,Thursday,03:23,Minor,5,Two-Wheeler,5,0,Foggy,Village Road,Wet,Daylight,Signs,44,49,Female,Expired,No,Bridge,Thursday,,,Unknown
Kerala,Unknown,2020,June,Thursday,12:50,Fatal,4,Pedestrian,2,1,Stormy,Urban Road,Wet,Dusk,Signals,63,24,Female,Unknown,Yes,Curve,Thursday,,,Unknown
Telangana,Unknown,2021,February,Monday,05:00,Minor,3,Car,4,0,Clear,Village Road,Wet,Dark,Police Checkpost,53,62,Female,Unknown,No,Curve,Monday,,,Unknown
Madhya Pradesh,Unknown,2020,August,Wednesday,19:46,Fatal,4,Auto-Rickshaw,5,4,Clear,Village Road,Wet,Dark,Signs,60,29,Female,Expired,Yes,Curve,Wednesday,,,Unknown
Himachal Pradesh,Unknown,2019,July,Friday,21:19,Minor,1,Truck,9,0,Stormy,National Highway,Dry,Dark,Signs,108,44,Female,Unknown,No,Bridge,Friday,,,Rural
Assam,Unknown,2019,June,Friday,01:48,Serious,4,Truck,0,4,Foggy,National Highway,Damaged,Dusk,Signals,36,25,Male,Expired,No,Curve,Friday,,,Rural
Meghalaya,Unknown,2023,December,Friday,02:51,Fatal,5,Cycle,0,4,Clear,Urban Road,Damaged,Daylight,Police Checkpost,38,30,Female,Valid,No,Straight Road,Friday,,,Unknown
Karnataka,Mysore,2023,July,Sunday,01:05,Fatal,2,Two-Wheeler,1,4,Foggy,Urban Road,Dry,Dawn,Police Checkpost,48,56,Male,Unknown,Yes,Curve,Sunday,,,Unknown
Gujarat,Surat,2021,October,Wednesday,08:06,Fatal,2,Truck,2,3,Rainy,Village Road,Damaged,Dark,Police Checkpost,102,68,Male,Valid,No,Bridge,Wednesday,,,Unknown
Delhi,Dwarka,2020,November,Wednesday,20:42,Serious,1,Pedestrian,7,5,Rainy,Urban Road,Wet,Dark,Signs,108,37,Female,Unknown,Yes,Straight Road,Wednesday,,,Unknown
Mizoram,Unknown,2021,February,Monday,19:41,Serious,5,Auto-Rickshaw,7,3,Foggy,National Highway,Wet,Daylight,Signs,33,56,Male,Unknown,No,Curve,Monday,,,Rural
Tamil Nadu,Madurai,2020,September,Sunday,05:29,Fatal,4,Two-Wheeler,1,3,Rainy,Village Road,Damaged,Dusk,Police Checkpost,75,30,Male,Valid,No,Straight Road,Sunday,,,Unknown
Jammu And Kashmir,Unknown,2020,February,Monday,12:47,Serious,2,Truck,9,1,Clear,Village Road,Under Construction,Dusk,Unknown,41,22,Male,Expired,No,Intersection,Monday,,,Unknown
Jammu And Kashmir,Unknown,2023,June,Sunday,23:53,Fatal,3,Auto-Rickshaw,5,1,Foggy,National Highway,Under Construction,Dark,Unknown,70,56,Male,Unknown,Yes,Bridge,Sunday,,,Rural
Delhi,Dwarka,2018,June,Saturday,10:49,Fatal,5,Bus,7,1,Stormy,National Highway,Damaged,Dark,Signs,109,24,Female,Expired,No,Bridge,Saturday,,,Rural
Jammu And Kashmir,Unknown,2020,November,Thursday,03:10,Serious,5,Auto-Rickshaw,7,2,Rainy,Urban Road,Under Construction,Dark,Signs,82,55,Male,Unknown,Yes,Straight Road,Thursday,,,Unknown
Delhi,Dwarka,2021,October,Thursday,22:47,Fatal,4,Car,0,2,Foggy,Village Road,Wet,Dawn,Signs,37,20,Female,Valid,No,Straight Road,Thursday,,,Unknown
Nagaland,Unknown,2019,January,Wednesday,10:50,Fatal,3,Truck,1,5,Stormy,State Highway,Under Construction,Dark,Unknown,51,26,Female,Expired,Yes,Straight Road,Wednesday,,,Unknown
Telangana,Unknown,2023,January,Friday,19:19,Minor,3,Two-Wheeler,0,3,Clear,Urban Road,Dry,Dawn,Signals,49,21,Male,Unknown,No,Intersection,Friday,,,Unknown
Tamil Nadu,Coimbatore,2020,February,Wednesday,22:09,Fatal,5,Bus,2,0,Rainy,Urban Road,Dry,Daylight,Unknown,53,40,Male,Unknown,Yes,Straight Road,Wednesday,,,Unknown
Chandigarh,Unknown,2018,July,Wednesday,03:33,Fatal,5,Bus,9,3,Clear,Urban Road,Under Construction,Daylight,Signals,73,57,Female,Expired,Yes,Bridge,Wednesday,,,Unknown
Goa,Unknown,2021,October,Friday,06:45,Fatal,4,Bus,8,5,Hazy,State Highway,Under Construction,Dusk,Police Checkpost,92,52,Female,Unknown,Yes,Straight Road,Friday,,,Unknown
Odisha,Unknown,2022,March,Friday,17:14,Fatal,3,Car,5,1,Hazy,Urban Road,Damaged,Dawn,Police Checkpost,51,56,Female,Unknown,Yes,Bridge,Friday,,,Unknown
Nagaland,Unknown,2019,February,Wednesday,22:46,Minor,2,Two-Wheeler,9,3,Clear,Urban Road,Dry,Dawn,Police Checkpost,106,70,Female,Valid,Yes,Straight Road,Wednesday,,,Unknown
Andhra Pradesh,Vijayawada,2018,October,Thursday,11:28,Fatal,4,Cycle,3,3,Foggy,Urban Road,Under Construction,Dark,Signals,34,43,Male,Valid,Yes,Intersection,Thursday,,,Unknown
Gujarat,Surat,2020,August,Saturday,00:25,Minor,2,Bus,4,2,Hazy,National Highway,Damaged,Dark,Signals,76,55,Female,Expired,Yes,Bridge,Saturday,,,Rural
Maharashtra,Pune,2021,December,Wednesday,07:21,Fatal,3,Truck,5,2,Rainy,National Highway,Wet,Dusk,Signs,96,39,Female,Expired,Yes,Curve,Wednesday,,,Rural
Himachal Pradesh,Unknown,2020,March,Wednesday,00:43,Fatal,3,Cycle,6,3,Foggy,National Highway,Damaged,Dark,Unknown,109,58,Male,Valid,Yes,Intersection,Wednesday,,,Rural
Haryana,Unknown,2020,March,Sunday,08:10,Serious,4,Bus,5,2,Stormy,State Highway,Dry,Daylight,Unknown,106,44,Female,Valid,Yes,Curve,Sunday,,,Unknown
Bihar,Unknown,2023,October,Tuesday,09:18,Fatal,1,Two-Wheeler,1,4,Hazy,Urban Road,Damaged,Daylight,Signals,50,24,Male,Unknown,Yes,Straight Road,Tuesday,,,Unknown
Jammu And Kashmir,Unknown,2022,December,Monday,23:07,Fatal,5,Bus,5,1,Stormy,National Highway,Wet,Daylight,Unknown,82,44,Female,Valid,No,Curve,Monday,,,Rural
Punjab,Unknown,2021,August,Sunday,04:00,Fatal,3,Auto-Rickshaw,8,5,Hazy,State Highway,Under Construction,Daylight,Unknown,112,19,Female,Expired,Yes,Intersection,Sunday,,,Unknown
Kerala,Unknown,2019,October,Tuesday,16:04,Fatal,3,Pedestrian,6,3,Hazy,Urban Road,Wet,Dawn,Signals,41,50,Female,Unknown,Yes,Intersection,Tuesday,,,Unknown
Mizoram,Unknown,2021,July,Monday,01:10,Fatal,1,Two-Wheeler,3,1,Rainy,Urban Road,Wet,Dawn,Signals,110,48,Female,Expired,Yes,Intersection,Monday,,,Unknown
Goa,Unknown,2019,May,Saturday,17:55,Fatal,1,Two-Wheeler,7,2,Foggy,Village Road,Dry,Dusk,Signals,54,44,Female,Unknown,Yes,Bridge,Saturday,,,Unknown
Bihar,Unknown,2023,February,Wednesday,02:50,Serious,1,Auto-Rickshaw,9,5,Clear,State Highway,Dry,Dark,Unknown,118,24,Female,Unknown,Yes,Straight Road,Wednesday,,,Unknown
Andhra Pradesh,Vijayawada,2018,July,Saturday,19:04,Fatal,1,Pedestrian,7,1,Rainy,State Highway,Damaged,Dark,Signs,49,41,Male,Valid,No,Straight Road,Saturday,,,Unknown
Karnataka,Mysore,2020,August,Saturday,07:13,Fatal,4,Two-Wheeler,0,1,Clear,State Highway,Damaged,Dark,Signals,96,18,Male,Expired,Yes,Curve,Saturday,,,Unknown
West Bengal,Durgapur,2021,March,Friday,10:31,Fatal,2,Bus,10,1,Stormy,State Highway,Wet,Dark,Unknown,81,19,Male,Unknown,No,Intersection,Friday,,,Unknown
Chhattisgarh,Unknown,2018,October,Tuesday,15:06,Minor,3,Two-Wheeler,1,1,Clear,Village Road,Under Construction,Dawn,Police Checkpost,75,30,Female,Expired,No,Curve,Tuesday,,,Unknown
Karnataka,Mysore,2019,January,Wednesday,05:29,Serious,3,Cycle,7,5,Foggy,National Highway,Damaged,Dusk,Police Checkpost,82,24,Female,Valid,Yes,Bridge,Wednesday,,,Rural
Nagaland,Unknown,2018,August,Wednesday,17:27,Serious,3,Pedestrian,3,3,Stormy,Village Road,Damaged,Dusk,Signs,63,68,Female,Unknown,No,Bridge,Wednesday,,,Unknown
Jammu And Kashmir,Unknown,2022,November,Tuesday,13:26,Fatal,5,Auto-Rickshaw,4,5,Stormy,State Highway,Dry,Dusk,Police Checkpost,68,51,Female,Unknown,Yes,Curve,Tuesday,,,Unknown
Madhya Pradesh,Unknown,2020,February,Tuesday,19:39,Fatal,3,Truck,2,4,Rainy,Village Road,Wet,Dark,Police Checkpost,41,70,Female,Unknown,Yes,Intersection,Tuesday,,,Unknown
Meghalaya,Unknown,2018,July,Thursday,05:44,Minor,1,Auto-Rickshaw,2,1,Hazy,Urban Road,Wet,Daylight,Signs,114,59,Female,Valid,Yes,Curve,Thursday,,,Unknown
Puducherry,Unknown,2023,January,Thursday,08:53,Fatal,5,Two-Wheeler,9,4,Rainy,Village Road,Damaged,Daylight,Police Checkpost,76,26,Male,Unknown,No,Bridge,Thursday,,,Unknown
Tamil Nadu,Chennai,2021,March,Sunday,22:37,Fatal,1,Truck,10,2,Rainy,National Highway,Wet,Daylight,Police Checkpost,90,54,Male,Valid,No,Curve,Sunday,,,Rural
Meghalaya,Unknown,2022,December,Thursday,09:50,Fatal,3,Pedestrian,8,1,Foggy,National Highway,Under Construction,Dusk,Unknown,88,48,Male,Unknown,No,Bridge,Thursday,,,Rural
Goa,Unknown,2022,October,Thursday,13:37,Serious,5,Car,8,5,Rainy,Urban Road,Under Construction,Daylight,Police Checkpost,113,45,Female,Unknown,No,Intersection,Thursday,,,Unknown
Delhi,Rohini,2021,November,Saturday,19:51,Serious,1,Car,10,3,Hazy,National Highway,Wet,Daylight,Police Checkpost,30,51,Female,Valid,Yes,Straight Road,Saturday,,,Rural
Andhra Pradesh,Visakhapatnam,2020,October,Friday,06:09,Minor,3,Car,2,3,Clear,National Highway,Under Construction,Dark,Police Checkpost,30,69,Male,Unknown,No,Straight Road,Friday,,,Rural
Arunachal Pradesh,Unknown,2018,December,Wednesday,12:36,Minor,2,Cycle,9,3,Rainy,State Highway,Under Construction,Dawn,Signs,49,54,Female,Expired,No,Intersection,Wednesday,,,Unknown
Delhi,Rohini,2020,January,Friday,03:25,Minor,5,Cycle,8,2,Clear,Village Road,Wet,Dark,Unknown,89,41,Female,Expired,No,Curve,Friday,,,Unknown
Chandigarh,Unknown,2023,March,Friday,09:16,Serious,4,Car,6,5,Foggy,Village Road,Dry,Dusk,Police Checkpost,86,67,Male,Unknown,Yes,Straight Road,Friday,,,Unknown
Haryana,Unknown,2020,March,Wednesday,18:50,Minor,4,Pedestrian,6,3,Rainy,Village Road,Under Construction,Dusk,Signals,106,44,Female,Expired,No,Intersection,Wednesday,,,Unknown
Andhra Pradesh,Visakhapatnam,2019,June,Saturday,19:12,Minor,5,Auto-Rickshaw,4,3,Clear,Urban Road,Damaged,Daylight,Unknown,103,67,Male,Expired,Yes,Bridge,Saturday,,,Unknown
Assam,Unknown,2020,September,Tuesday,11:24,Fatal,3,Pedestrian,0,2,Foggy,Urban Road,Under Construction,Dusk,Signals,103,41,Female,Valid,Yes,Bridge,Tuesday,,,Unknown
Jammu And Kashmir,Unknown,2019,January,Tuesday,01:32,Serious,4,Pedestrian,7,0,Foggy,National Highway,Under Construction,Dusk,Signs,112,19,Male,Valid,Yes,Intersection,Tuesday,,,Rural
Chhattisgarh,Unknown,2020,January,Friday,07:33,Minor,3,Auto-Rickshaw,10,5,Rainy,Urban Road,Wet,Dawn,Unknown,99,53,Female,Valid,Yes,Curve,Friday,,,Unknown
Mizoram,Unknown,2020,November,Tuesday,01:52,Fatal,3,Two-Wheeler,6,2,Rainy,State Highway,Under Construction,Dark,Signs,116,36,Male,Unknown,Yes,Bridge,Tuesday,,,Unknown
Maharashtra,Nagpur,2018,June,Monday,01:09,Serious,4,Cycle,0,3,Foggy,State Highway,Under Construction,Dawn,Signals,72,45,Male,Valid,No,Straight Road,Monday,,,Unknown
Andhra Pradesh,Visakhapatnam,2020,October,Monday,20:09,Serious,3,Truck,6,5,Hazy,Village Road,Wet,Daylight,Unknown,118,27,Female,Unknown,Yes,Straight Road,Monday,,,Unknown
Chandigarh,Unknown,2022,March,Sunday,10:04,Serious,4,Bus,6,1,Stormy,Village Road,Wet,Daylight,Signs,98,48,Female,Unknown,Yes,Curve,Sunday,,,Unknown
Tripura,Unknown,2022,July,Monday,13:06,Serious,4,Auto-Rickshaw,9,1,Foggy,National Highway,Wet,Dusk,Police Checkpost,119,60,Male,Expired,No,Bridge,Monday,,,Rural
Telangana,Unknown,2020,January,Thursday,19:08,Minor,4,Truck,0,3,Stormy,Urban Road,Wet,Dawn,Signs,58,48,Female,Expired,Yes,Straight Road,Thursday,,,Unknown
Odisha,Unknown,2022,November,Thursday,05:31,Serious,2,Car,8,4,Foggy,State Highway,Dry,Dawn,Signs,63,46,Male,Valid,Yes,Curve,Thursday,,,Unknown
Andhra Pradesh,Vijayawada,2018,August,Thursday,06:01,Serious,3,Cycle,8,4,Hazy,National Highway,Wet,Daylight,Police Checkpost,75,36,Male,Expired,Yes,Curve,Thursday,,,Rural
Kerala,Unknown,2020,September,Friday,13:56,Fatal,1,Car,2,4,Rainy,Village Road,Under Construction,Dawn,Signals,46,51,Male,Expired,Yes,Curve,Friday,,,Unknown
Chhattisgarh,Unknown,2018,July,Saturday,13:38,Serious,2,Two-Wheeler,8,5,Clear,State Highway,Under Construction,Daylight,Signals,65,52,Female,Unknown,No,Curve,Saturday,,,Unknown
Manipur,Unknown,2018,May,Saturday,13:38,Serious,3,Auto-Rickshaw,5,1,Foggy,State Highway,Damaged,Dark,Police Checkpost,109,23,Male,Valid,No,Intersection,Saturday,,,Unknown
Uttarakhand,Unknown,2021,April,Tuesday,19:33,Minor,3,Cycle,9,5,Rainy,Village Road,Dry,Dusk,Unknown,91,37,Male,Valid,Yes,Curve,Tuesday,,,Unknown
Meghalaya,Unknown,2020,August,Wednesday,04:14,Minor,5,Truck,8,3,Rainy,Village Road,Dry,Dawn,Police Checkpost,97,59,Female,Expired,No,Straight Road,Wednesday,,,Unknown
Manipur,Unknown,2018,October,Wednesday,22:50,Minor,4,Auto-Rickshaw,1,3,Clear,State Highway,Dry,Dusk,Unknown,119,23,Male,Expired,Yes,Bridge,Wednesday,,,Unknown
Uttar Pradesh,Kanpur,2018,December,Sunday,21:40,Serious,1,Auto-Rickshaw,10,0,Stormy,Urban Road,Dry,Dark,Signs,89,42,Female,Expired,Yes,Bridge,Sunday,,,Unknown
Odisha,Unknown,2018,October,Sunday,22:40,Serious,4,Car,7,1,Hazy,Village Road,Damaged,Dawn,Police Checkpost,73,64,Female,Valid,Yes,Bridge,Sunday,,,Unknown
Manipur,Unknown,2023,February,Wednesday,03:47,Fatal,4,Pedestrian,7,3,Clear,Village Road,Damaged,Daylight,Signals,117,65,Female,Unknown,No,Curve,Wednesday,,,Unknown
Chandigarh,Unknown,2019,August,Tuesday,04:02,Minor,1,Auto-Rickshaw,1,5,Rainy,Village Road,Wet,Dark,Unknown,72,22,Female,Unknown,No,Bridge,Tuesday,,,Unknown
Rajasthan,Jaipur,2020,October,Monday,12:36,Fatal,3,Two-Wheeler,7,0,Hazy,National Highway,Under Construction,Dusk,Signs,58,61,Female,Valid,Yes,Intersection,Monday,,,Rural
Uttarakhand,Unknown,2021,March,Tuesday,23:10,Fatal,4,Two-Wheeler,7,3,Rainy,State Highway,Wet,Daylight,Signs,105,64,Male,Valid,No,Intersection,Tuesday,,,Unknown
Punjab,Unknown,2018,September,Monday,10:31,Minor,5,Cycle,2,5,Stormy,Urban Road,Wet,Dusk,Unknown,108,39,Male,Expired,Yes,Bridge,Monday,,,Unknown
Tripura,Unknown,2019,August,Saturday,21:50,Serious,5,Truck,3,4,Stormy,State Highway,Damaged,Dusk,Unknown,67,48,Female,Valid,No,Curve,Saturday,,,Unknown
Arunachal Pradesh,Unknown,2020,May,Friday,07:42,Serious,1,Truck,10,3,Rainy,Urban Road,Wet,Dawn,Police Checkpost,52,32,Female,Expired,No,Intersection,Friday,,,Unknown
Delhi,Dwarka,2020,May,Tuesday,17:36,Serious,4,Bus,4,0,Stormy,State Highway,Wet,Daylight,Signals,36,24,Female,Valid,Yes,Intersection,Tuesday,,,Unknown
Telangana,Unknown,2021,September,Thursday,21:57,Fatal,2,Auto-Rickshaw,5,5,Clear,National Highway,Dry,Dusk,Signals,120,43,Male,Unknown,No,Straight Road,Thursday,,,Rural
Chandigarh,Unknown,2020,March,Wednesday,06:11,Serious,1,Two-Wheeler,1,4,Stormy,National Highway,Damaged,Dusk,Signs,66,30,Female,Expired,No,Straight Road,Wednesday,,,Rural
Maharashtra,Pune,2018,July,Sunday,01:49,Serious,4,Car,3,3,Stormy,Urban Road,Damaged,Daylight,Signs,63,39,Male,Expired,Yes,Bridge,Sunday,,,Unknown
Jharkhand,Unknown,2020,March,Thursday,06:53,Serious,5,Pedestrian,6,3,Clear,State Highway,Dry,Dawn,Police Checkpost,118,68,Female,Expired,No,Intersection,Thursday,,,Unknown
Sikkim,Unknown,2021,January,Monday,01:11,Minor,3,Car,6,4,Rainy,National Highway,Damaged,Dusk,Signals,38,20,Male,Valid,No,Intersection,Monday,,,Rural
Chhattisgarh,Unknown,2023,November,Tuesday,01:27,Fatal,5,Bus,1,4,Foggy,Village Road,Under Construction,Dark,Signals,113,66,Female,Valid,No,Bridge,Tuesday,,,Unknown
Nagaland,Unknown,2021,October,Thursday,06:36,Serious,3,Two-Wheeler,7,4,Hazy,National Highway,Under Construction,Dusk,Unknown,40,53,Female,Valid,No,Straight Road,Thursday,,,Rural
Kerala,Unknown,2020,September,Monday,12:59,Minor,5,Truck,10,3,Hazy,National Highway,Damaged,Dawn,Unknown,64,68,Female,Unknown,Yes,Curve,Monday,,,Rural
Delhi,Dwarka,2020,November,Sunday,05:49,Minor,4,Two-Wheeler,1,3,Rainy,State Highway,Under Construction,Daylight,Unknown,92,69,Female,Unknown,No,Straight Road,Sunday,,,Unknown
Haryana,Unknown,2018,May,Wednesday,01:14,Minor,2,Car,0,0,Rainy,Urban Road,Damaged,Dark,Police Checkpost,58,45,Male,Expired,Yes,Straight Road,Wednesday,,,Unknown
Arunachal Pradesh,Unknown,2022,June,Sunday,12:00,Minor,2,Auto-Rickshaw,0,0,Foggy,Village Road,Wet,Dawn,Police Checkpost,107,38,Female,Valid,No,Curve,Sunday,,,Unknown
Maharashtra,Mumbai,2020,May,Wednesday,01:51,Serious,3,Car,5,2,Clear,State Highway,Wet,Daylight,Police Checkpost,68,55,Male,Valid,Yes,Curve,Wednesday,,,Unknown
West Bengal,Siliguri,2021,July,Thursday,18:12,Serious,3,Bus,8,2,Stormy,National Highway,Dry,Dawn,Signs,53,68,Female,Expired,Yes,Straight Road,Thursday,,,Rural
Karnataka,Bangalore,2020,March,Friday,16:30,Fatal,5,Pedestrian,9,3,Clear,Urban Road,Wet,Daylight,Signals,46,27,Female,Expired,Yes,Curve,Friday,,,Unknown
Odisha,Unknown,2021,January,Sunday,16:28,Fatal,1,Cycle,10,4,Hazy,State Highway,Dry,Daylight,Police Checkpost,66,50,Female,Expired,No,Intersection,Sunday,,,Unknown
Goa,Unknown,2018,November,Monday,22:45,Serious,3,Pedestrian,7,0,Hazy,Village Road,Under Construction,Dark,Signs,47,65,Female,Unknown,No,Bridge,Monday,,,Unknown
Jharkhand,Unknown,2022,May,Sunday,04:34,Minor,3,Truck,3,4,Rainy,Urban Road,Damaged,Dawn,Signs,89,62,Female,Valid,No,Curve,Sunday,,,Unknown
Assam,Unknown,2022,July,Sunday,01:49,Minor,3,Bus,4,5,Rainy,State Highway,Under Construction,Daylight,Signals,113,18,Male,Valid,Yes,Intersection,Sunday,,,Unknown
West Bengal,Durgapur,2023,August,Tuesday,01:08,Minor,3,Bus,3,0,Stormy,Urban Road,Damaged,Dawn,Police Checkpost,82,53,Male,Valid,Yes,Curve,Tuesday,,,Unknown
Chandigarh,Unknown,2021,July,Sunday,03:29,Minor,1,Car,6,1,Stormy,Urban Road,Damaged,Daylight,Unknown,63,27,Male,Valid,Yes,Intersection,Sunday,,,Unknown
Arunachal Pradesh,Unknown,2020,July,Tuesday,12:46,Serious,1,Two-Wheeler,9,1,Foggy,National Highway,Wet,Daylight,Police Checkpost,72,29,Male,Unknown,No,Bridge,Tuesday,,,Rural
Kerala,Unknown,2023,June,Saturday,23:12,Minor,3,Bus,2,2,Hazy,State Highway,Wet,Daylight,Unknown,65,52,Male,Expired,No,Straight Road,Saturday,,,Unknown
Mizoram,Unknown,2018,May,Saturday,11:35,Fatal,3,Car,6,4,Rainy,National Highway,Damaged,Daylight,Police Checkpost,103,52,Female,Unknown,Yes,Bridge,Saturday,,,Rural
Jammu And Kashmir,Unknown,2019,May,Sunday,17:10,Serious,2,Two-Wheeler,7,4,Foggy,Village Road,Under Construction,Dawn,Police Checkpost,108,45,Female,Valid,No,Bridge,Sunday,,,Unknown
Chhattisgarh,Unknown,2021,July,Sunday,11:50,Fatal,5,Two-Wheeler,2,2,Foggy,Village Road,Under Construction,Daylight,Signals,86,21,Female,Valid,No,Intersection,Sunday,,,Unknown
Kerala,Unknown,2019,March,Wednesday,10:44,Fatal,4,Truck,10,2,Rainy,National Highway,Dry,Dawn,Unknown,52,63,Female,Expired,Yes,Bridge,Wednesday,,,Rural
Jammu And Kashmir,Unknown,2021,June,Friday,03:25,Serious,3,Car,0,3,Stormy,State Highway,Under Construction,Dusk,Signs,107,66,Male,Expired,No,Intersection,Friday,,,Unknown
Kerala,Unknown,2023,November,Wednesday,21:38,Serious,5,Truck,7,3,Rainy,Urban Road,Under Construction,Dawn,Police Checkpost,93,25,Male,Valid,Yes,Straight Road,Wednesday,,,Unknown
Haryana,Unknown,2020,August,Thursday,21:45,Minor,3,Bus,5,4,Stormy,State Highway,Dry,Dark,Police Checkpost,77,35,Female,Valid,No,Intersection,Thursday,,,Unknown
Puducherry,Unknown,2022,January,Saturday,16:13,Minor,1,Cycle,3,3,Clear,State Highway,Damaged,Daylight,Signs,75,38,Male,Valid,No,Curve,Saturday,,,Unknown
Odisha,Unknown,2021,March,Monday,09:13,Minor,2,Cycle,8,0,Foggy,Village Road,Damaged,Daylight,Police Checkpost,82,57,Male,Expired,Yes,Bridge,Monday,,,Unknown
West Bengal,Siliguri,2023,October,Monday,02:23,Serious,3,Cycle,0,5,Rainy,Urban Road,Wet,Dusk,Signals,88,69,Female,Expired,Yes,Bridge,Monday,,,Unknown
Mizoram,Unknown,2021,June,Saturday,23:16,Fatal,5,Auto-Rickshaw,9,0,Hazy,Urban Road,Dry,Daylight,Signals,96,62,Male,Expired,Yes,Straight Road,Saturday,,,Unknown
Nagaland,Unknown,2019,August,Thursday,03:06,Serious,4,Pedestrian,1,2,Hazy,Urban Road,Dry,Dark,Unknown,120,61,Female,Unknown,Yes,Curve,Thursday,,,Unknown
Karnataka,Mysore,2020,February,Friday,23:22,Minor,5,Car,1,3,Foggy,Village Road,Wet,Dawn,Signals,45,66,Female,Expired,No,Straight Road,Friday,,,Unknown
Delhi,Rohini,2020,May,Friday,18:03,Minor,5,Bus,0,1,Stormy,Village Road,Under Construction,Dusk,Unknown,83,40,Male,Expired,Yes,Straight Road,Friday,,,Unknown
Jammu And Kashmir,Unknown,2023,August,Tuesday,01:36,Minor,5,Truck,9,0,Clear,Village Road,Damaged,Dark,Signs,35,27,Male,Expired,No,Curve,Tuesday,,,Unknown
Karnataka,Mysore,2021,February,Sunday,00:52,Minor,4,Bus,8,1,Stormy,Village Road,Under Construction,Daylight,Police Checkpost,44,29,Female,Expired,Yes,Intersection,Sunday,,,Unknown
Gujarat,Ahmedabad,2019,September,Saturday,05:18,Minor,4,Cycle,6,3,Hazy,Village Road,Under Construction,Dawn,Police Checkpost,90,26,Female,Expired,No,Intersection,Saturday,,,Unknown
West Bengal,Siliguri,2018,September,Friday,18:23,Serious,4,Auto-Rickshaw,8,0,Rainy,State Highway,Dry,Dark,Signals,60,49,Male,Unknown,Yes,Curve,Friday,,,Unknown
Bihar,Unknown,2019,May,Thursday,22:35,Serious,1,Cycle,8,3,Hazy,National Highway,Dry,Dark,Signs,67,61,Female,Unknown,No,Straight Road,Thursday,,,Rural
